radonFile_index,state,state2,stfips,zip,region,typebldg,floor,room,basement,windoor,rep,stratum,wave,starttm,stoptm,startdt,stopdt,activity,pcterr,adjwt,dupflag,zipflag,cntyfips,county,fips,Uppm,county_code
5123,MN,MN,27.0,55304,3.0,1.0,0.0,4.0,Y, ,3,2.0,49,715.0,735.0,20288.0,20288.0,2.9,8.8,433.316718,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1
5124,MN,MN,27.0,55304,3.0,1.0,1.0,3.0,Y, ,2,2.0,49,1715.0,1540.0,32688.0,32888.0,1.8,32.0,461.62367,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1
5125,MN,MN,27.0,55304,3.0,1.0,1.0,3.0,N, ,2,2.0,2,1730.0,1730.0,22388.0,22588.0,0.2,0.0,461.62367,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1
5126,MN,MN,27.0,55421,3.0,1.0,0.0,2.0,Y, ,1,5.0,21,1217.0,1220.0,120287.0,121087.0,2.4,14.1,2116.561544,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1
5127,MN,MN,27.0,55421,3.0,5.0,1.0,3.0,N, ,2,5.0,36,2230.0,2230.0,10188.0,10188.0,1.1,24.0,2246.96884,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1
5128,MN,MN,27.0,55432,3.0,1.0,0.0,7.0,Y, ,5,5.0,26,945.0,945.0,121687.0,121887.0,2.2,10.7,2179.503255,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1
5129,MN,MN,27.0,55432,3.0,1.0,0.0,2.0,Y, ,3,5.0,43,800.0,804.0,12388.0,12588.0,0.6,24.0,2119.396234,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1
5130,MN,MN,27.0,55432,3.0,1.0,0.0,4.0,Y, ,4,5.0,4,2115.0,2030.0,22988.0,30388.0,1.7,20.8,2314.365189,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1
5131,MN,MN,27.0,55433,3.0,0.0,0.0,0.0, , ,1,5.0,33,845.0,1000.0,12188.0,12388.0,2.9,7.3,2116.561544,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1
5132,MN,MN,27.0,55433,3.0,1.0,0.0,4.0,Y, ,2,5.0,50,2200.0,2200.0,20288.0,20288.0,2.2,10.0,2246.96884,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1
5133,MN,MN,27.0,55434,3.0,1.0,0.0,2.0,Y, ,5,5.0,33,1815.0,1815.0,122787.0,122987.0,1.7,20.0,2179.503255,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1
5134,MN,MN,27.0,55434,3.0,1.0,0.0,2.0,Y, ,4,5.0,38,1600.0,1600.0,11388.0,11588.0,1.4,18.8,2314.365189,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1
5135,MN,MN,27.0,55434,3.0,1.0,0.0,2.0,Y, ,1,5.0,40,1100.0,1110.0,11888.0,12088.0,1.9,10.4,2116.561544,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1
5136,MN,MN,27.0,55434,3.0,1.0,0.0,4.0,Y, ,2,5.0,38,1515.0,1515.0,12988.0,13188.0,1.8,12.2,2246.96884,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1
5137,MN,MN,27.0,56501,2.0,1.0,1.0,3.0,Y, ,5,3.0,25,1215.0,1330.0,121487.0,121687.0,1.2,22.7,893.2374300000001,0.0,0.0,5.0,BECKER,27005.0,0.892741,2
5138,MN,MN,27.0,56501,2.0,1.0,0.0,2.0,Y, ,3,3.0,41,2025.0,2100.0,11788.0,11988.0,4.3,9.1,1071.318034,0.0,0.0,5.0,BECKER,27005.0,0.892741,2
5139,MN,MN,27.0,56544,2.0,1.0,1.0,3.0,N, ,3,3.0,44,1000.0,1000.0,12188.0,12388.0,4.5,6.0,1071.318034,0.0,0.0,5.0,BECKER,27005.0,0.892741,2
5140,MN,MN,27.0,56601,2.0,1.0,0.0,4.0,Y, ,4,3.0,31,1320.0,1605.0,122087.0,122287.0,6.3,6.9,990.411554,0.0,0.0,7.0,BELTRAMI,27007.0,0.5524720000000001,3
5141,MN,MN,27.0,56601,2.0,1.0,0.0,2.0,Y, ,2,3.0,32,1430.0,1900.0,122887.0,123087.0,4.6,7.2,921.864905,0.0,0.0,7.0,BELTRAMI,27007.0,0.5524720000000001,3
5142,MN,MN,27.0,56601,2.0,1.0,0.0,4.0,Y, ,1,3.0,2,1300.0,1300.0,22388.0,22588.0,5.7,5.4,1024.442902,0.0,0.0,7.0,BELTRAMI,27007.0,0.5524720000000001,3
5143,MN,MN,27.0,56647,2.0,1.0,1.0,3.0,Y, ,2,3.0,40,1000.0,1000.0,11888.0,12088.0,2.2,8.2,921.864905,2.0,0.0,7.0,BELTRAMI,27007.0,0.5524720000000001,3
5144,MN,MN,27.0,56676,2.0,1.0,1.0,3.0,N, ,1,3.0,26,1400.0,1900.0,121287.0,121787.0,0.4,0.0,1024.442902,0.0,0.0,7.0,BELTRAMI,27007.0,0.5524720000000001,3
5145,MN,MN,27.0,56683,2.0,1.0,1.0,1.0,N, ,1,3.0,42,1100.0,1100.0,11788.0,11988.0,4.6,6.7,1024.442902,0.0,0.0,7.0,BELTRAMI,27007.0,0.5524720000000001,3
5146,MN,MN,27.0,56727,2.0,1.0,1.0,7.0,Y, ,2,1.0,38,1315.0,1315.0,11288.0,11488.0,4.4,8.3,348.042925,2.0,0.0,7.0,BELTRAMI,27007.0,0.5524720000000001,3
5147,MN,MN,27.0,56329,5.0,1.0,0.0,2.0,Y, ,4,4.0,45,930.0,940.0,13188.0,20288.0,6.6,4.6,1177.377355,0.0,0.0,9.0,BENTON,27009.0,0.866849,4
5148,MN,MN,27.0,56379,5.0,1.0,0.0,4.0,Y, ,5,3.0,40,1110.0,2130.0,11888.0,12088.0,2.7,9.8,893.2374300000001,0.0,0.0,9.0,BENTON,27009.0,0.866849,4
5149,MN,MN,27.0,56379,5.0,1.0,1.0,3.0,N, ,2,3.0,4,1830.0,1830.0,22888.0,30388.0,2.9,11.4,921.864905,0.0,0.0,9.0,BENTON,27009.0,0.866849,4
5150,MN,MN,27.0,56379,5.0,1.0,0.0,4.0,Y, ,4,3.0,4,1500.0,1500.0,22888.0,30388.0,2.9,7.3,990.411554,0.0,0.0,9.0,BENTON,27009.0,0.866849,4
5151,MN,MN,27.0,56225,5.0,1.0,0.0,4.0,Y, ,1,4.0,21,1300.0,710.0,120287.0,121187.0,7.2,5.3,1088.985661,0.0,0.0,11.0,BIG STONE,27011.0,1.47264,5
5152,MN,MN,27.0,56225,5.0,1.0,0.0,4.0,Y, ,4,4.0,36,1400.0,1400.0,122887.0,123087.0,5.0,7.3,1177.377355,0.0,0.0,11.0,BIG STONE,27011.0,1.47264,5
5153,MN,MN,27.0,56225,5.0,1.0,0.0,5.0,Y, ,5,4.0,4,2300.0,615.0,30388.0,30388.0,2.6,9.3,1105.956867,0.0,0.0,11.0,BIG STONE,27011.0,1.47264,5
5154,MN,MN,27.0,56001,4.0,1.0,0.0,7.0,Y, ,5,3.0,31,1730.0,1730.0,10188.0,10188.0,5.0,6.8,893.2374300000001,0.0,0.0,13.0,BLUE EARTH,27013.0,1.31208,6
5155,MN,MN,27.0,56001,4.0,1.0,0.0,4.0,Y, ,2,3.0,32,2100.0,2100.0,122687.0,122887.0,13.0,3.0,921.864905,0.0,0.0,13.0,BLUE EARTH,27013.0,1.31208,6
5156,MN,MN,27.0,56001,4.0,1.0,0.0,4.0,Y, ,4,3.0,34,812.0,844.0,123187.0,10188.0,7.2,4.4,990.411554,0.0,0.0,13.0,BLUE EARTH,27013.0,1.31208,6
5157,MN,MN,27.0,56001,4.0,1.0,0.0,4.0,Y, ,3,3.0,38,1900.0,700.0,31688.0,31988.0,6.8,4.9,1071.318034,0.0,0.0,13.0,BLUE EARTH,27013.0,1.31208,6
5158,MN,MN,27.0,56001,4.0,1.0,0.0,4.0,Y, ,5,3.0,45,1800.0,1800.0,12688.0,12888.0,12.8,5.4,893.2374300000001,0.0,0.0,13.0,BLUE EARTH,27013.0,1.31208,6
5159,MN,MN,27.0,56001,4.0,2.0,1.0,3.0,Y, ,1,3.0,47,1930.0,1930.0,20288.0,20288.0,5.8,5.9,1024.442902,0.0,0.0,13.0,BLUE EARTH,27013.0,1.31208,6
5160,MN,MN,27.0,56001,4.0,1.0,0.0,4.0,Y, ,2,3.0,47,820.0,1045.0,20288.0,20288.0,9.5,3.8,921.864905,1.0,0.0,13.0,BLUE EARTH,27013.0,1.31208,6
5161,MN,MN,27.0,56001,4.0,1.0,0.0,7.0,Y, ,4,3.0,47,1300.0,1301.0,20288.0,20288.0,6.0,5.6,990.411554,0.0,0.0,13.0,BLUE EARTH,27013.0,1.31208,6
5162,MN,MN,27.0,56001,4.0,1.0,0.0,7.0,Y, ,5,3.0,48,2010.0,2025.0,20288.0,20288.0,3.8,7.6,893.2374300000001,0.0,0.0,13.0,BLUE EARTH,27013.0,1.31208,6
5163,MN,MN,27.0,56001,4.0,1.0,1.0,3.0,Y, ,1,3.0,3,2030.0,2030.0,22788.0,30388.0,14.3,2.9,1024.442902,0.0,0.0,13.0,BLUE EARTH,27013.0,1.31208,6
5164,MN,MN,27.0,56010,4.0,1.0,0.0,4.0,Y, ,5,3.0,22,800.0,800.0,121287.0,121487.0,1.8,13.2,893.2374300000001,0.0,0.0,13.0,BLUE EARTH,27013.0,1.31208,6
5165,MN,MN,27.0,56055,4.0,1.0,0.0,2.0,Y, ,3,3.0,28,1230.0,1230.0,121687.0,121887.0,6.9,5.1,1071.318034,0.0,0.0,13.0,BLUE EARTH,27013.0,1.31208,6
5166,MN,MN,27.0,56055,4.0,1.0,0.0,0.0, , ,5,3.0,38,1300.0,1257.0,10188.0,11188.0,4.7,5.1,893.2374300000001,0.0,0.0,13.0,BLUE EARTH,27013.0,1.31208,6
5167,MN,MN,27.0,56055,4.0,1.0,0.0,4.0,Y, ,1,3.0,48,1800.0,1800.0,22988.0,30388.0,9.5,4.3,1024.442902,0.0,0.0,13.0,BLUE EARTH,27013.0,1.31208,6
5168,MN,MN,27.0,56073,4.0,1.0,1.0,0.0,Y, ,2,3.0,33,715.0,715.0,122987.0,123187.0,2.5,9.8,921.864905,0.0,0.0,15.0,BROWN,27015.0,1.3199299999999998,7
5169,MN,MN,27.0,56073,4.0,1.0,0.0,4.0,Y, ,1,3.0,33,730.0,730.0,122787.0,122987.0,6.7,3.9,1024.442902,0.0,0.0,15.0,BROWN,27015.0,1.3199299999999998,7
5170,MN,MN,27.0,56073,4.0,1.0,1.0,3.0,Y, ,3,3.0,33,830.0,830.0,11188.0,11388.0,4.0,5.4,1071.318034,0.0,0.0,15.0,BROWN,27015.0,1.3199299999999998,7
5171,MN,MN,27.0,56073,4.0,1.0,0.0,2.0,Y, ,5,3.0,38,1247.0,2221.0,12288.0,12488.0,10.1,5.8,893.2374300000001,0.0,0.0,15.0,BROWN,27015.0,1.3199299999999998,7
5172,MN,MN,27.0,55720,5.0,1.0,0.0,1.0,Y, ,3,4.0,25,600.0,600.0,10188.0,10188.0,2.2,8.7,1214.922779,0.0,0.0,17.0,CARLTON,27017.0,0.7172609999999999,8
5173,MN,MN,27.0,55720,5.0,1.0,0.0,0.0,Y, ,2,4.0,34,930.0,930.0,10188.0,10188.0,1.8,11.3,1146.49919,0.0,0.0,17.0,CARLTON,27017.0,0.7172609999999999,8
5174,MN,MN,27.0,55720,5.0,1.0,0.0,2.0,Y, ,4,4.0,34,1700.0,1700.0,122287.0,122487.0,3.4,9.6,1177.377355,0.0,0.0,17.0,CARLTON,27017.0,0.7172609999999999,8
5175,MN,MN,27.0,55720,5.0,1.0,1.0,7.0,Y, ,1,4.0,37,1400.0,2000.0,121887.0,122087.0,5.6,28.9,1088.985661,0.0,0.0,17.0,CARLTON,27017.0,0.7172609999999999,8
5176,MN,MN,27.0,55720,5.0,1.0,0.0,4.0,Y, ,4,2.0,37,1930.0,1930.0,122687.0,122887.0,4.3,10.8,461.274696,0.0,0.0,17.0,CARLTON,27017.0,0.7172609999999999,8
5177,MN,MN,27.0,55720,5.0,1.0,0.0,2.0,Y, ,5,4.0,48,630.0,630.0,20288.0,20288.0,3.9,8.0,1105.956867,0.0,0.0,17.0,CARLTON,27017.0,0.7172609999999999,8
5178,MN,MN,27.0,55733,5.0,1.0,0.0,2.0,Y, ,3,4.0,23,1620.0,1620.0,121287.0,121487.0,1.3,14.4,1214.922779,0.0,0.0,17.0,CARLTON,27017.0,0.7172609999999999,8
5179,MN,MN,27.0,55733,5.0,1.0,0.0,2.0,Y, ,2,4.0,25,1820.0,1845.0,121287.0,121487.0,4.2,6.5,1146.49919,0.0,0.0,17.0,CARLTON,27017.0,0.7172609999999999,8
5180,MN,MN,27.0,55757,5.0,1.0,0.0,4.0,Y, ,3,4.0,22,1730.0,1730.0,121187.0,121487.0,0.8,23.4,1214.922779,0.0,0.0,17.0,CARLTON,27017.0,0.7172609999999999,8
5181,MN,MN,27.0,55797,5.0,1.0,0.0,4.0,Y, ,4,4.0,46,800.0,800.0,12788.0,12988.0,2.0,16.7,1177.377355,0.0,0.0,17.0,CARLTON,27017.0,0.7172609999999999,8
5182,MN,MN,27.0,55318,5.0,1.0,0.0,4.0,Y, ,4,4.0,39,1905.0,1905.0,11888.0,12088.0,1.6,15.9,1177.377355,0.0,0.0,19.0,CARVER,27019.0,1.10061,9
5183,MN,MN,27.0,55318,5.0,1.0,0.0,4.0,Y, ,1,4.0,45,1800.0,1800.0,22488.0,22688.0,12.9,3.4,1088.985661,0.0,0.0,19.0,CARVER,27019.0,1.10061,9
5184,MN,MN,27.0,55318,5.0,1.0,1.0,1.0,Y, ,5,4.0,2,2130.0,2130.0,22388.0,22588.0,14.7,3.1,1105.956867,0.0,0.0,19.0,CARVER,27019.0,1.10061,9
5185,MN,MN,27.0,55368,5.0,1.0,1.0,7.0,Y, ,4,4.0,38,1610.0,1615.0,31588.0,31788.0,4.7,16.0,1177.377355,0.0,0.0,19.0,CARVER,27019.0,1.10061,9
5186,MN,MN,27.0,55388,5.0,1.0,0.0,4.0,Y, ,4,4.0,26,1830.0,1830.0,121487.0,121687.0,9.6,5.2,1177.377355,1.0,0.0,19.0,CARVER,27019.0,1.10061,9
5187,MN,MN,27.0,55388,5.0,1.0,1.0,3.0,Y, ,1,4.0,48,900.0,900.0,20288.0,20288.0,0.0,0.0,1088.985661,0.0,0.0,19.0,CARVER,27019.0,1.10061,9
5188,MN,MN,27.0,56401,2.0,1.0,0.0,4.0,Y, ,2,3.0,39,1300.0,1300.0,11388.0,11588.0,3.7,8.0,921.864905,0.0,0.0,21.0,CASS,27021.0,0.544319,10
5189,MN,MN,27.0,56433,2.0,1.0,0.0,4.0,Y, ,1,3.0,29,800.0,800.0,121987.0,122187.0,7.4,6.8,1024.442902,0.0,0.0,21.0,CASS,27021.0,0.544319,10
5190,MN,MN,27.0,56452,2.0,1.0,0.0,2.0,Y, ,1,3.0,31,930.0,930.0,10188.0,10188.0,1.9,11.8,1024.442902,0.0,0.0,21.0,CASS,27021.0,0.544319,10
5191,MN,MN,27.0,56473,2.0,1.0,0.0,7.0,Y, ,1,3.0,1,1730.0,2030.0,30388.0,30388.0,5.3,6.8,1024.442902,0.0,0.0,21.0,CASS,27021.0,0.544319,10
5192,MN,MN,27.0,56474,2.0,1.0,0.0,4.0,Y, ,4,3.0,48,1350.0,1350.0,20288.0,20288.0,4.0,6.7,990.411554,0.0,0.0,21.0,CASS,27021.0,0.544319,10
5193,MN,MN,27.0,56222,5.0,1.0,0.0,2.0,Y, ,1,4.0,32,1430.0,1130.0,10188.0,10188.0,7.7,3.9,1088.985661,0.0,0.0,23.0,CHIPPEWA,27023.0,1.3148,11
5194,MN,MN,27.0,56265,5.0,1.0,0.0,2.0,Y, ,5,4.0,25,1700.0,1700.0,122687.0,122887.0,1.4,14.0,1105.956867,0.0,0.0,23.0,CHIPPEWA,27023.0,1.3148,11
5195,MN,MN,27.0,56265,5.0,1.0,0.0,2.0,Y, ,2,4.0,43,1000.0,1000.0,12188.0,12488.0,10.0,3.2,1146.49919,0.0,0.0,23.0,CHIPPEWA,27023.0,1.3148,11
5196,MN,MN,27.0,56265,5.0,1.0,0.0,4.0,Y, ,1,4.0,4,1330.0,1345.0,22788.0,22988.0,9.4,3.7,1088.985661,0.0,0.0,23.0,CHIPPEWA,27023.0,1.3148,11
5197,MN,MN,27.0,55025,5.0,1.0,0.0,4.0,Y, ,4,2.0,24,730.0,730.0,121487.0,121687.0,0.8,19.2,461.274696,0.0,0.0,25.0,CHISAGO,27025.0,0.4793520000000001,12
5198,MN,MN,27.0,55032,5.0,1.0,0.0,2.0,Y, ,2,4.0,27,1845.0,2000.0,121487.0,121687.0,4.4,7.7,1146.49919,0.0,0.0,25.0,CHISAGO,27025.0,0.4793520000000001,12
5199,MN,MN,27.0,55045,5.0,1.0,0.0,4.0,Y, ,5,4.0,35,1100.0,1100.0,122787.0,122987.0,5.0,8.6,1105.956867,0.0,0.0,25.0,CHISAGO,27025.0,0.4793520000000001,12
5200,MN,MN,27.0,55045,5.0,1.0,0.0,2.0,Y, ,5,4.0,36,1330.0,1330.0,122687.0,122887.0,2.1,11.0,1105.956867,0.0,0.0,25.0,CHISAGO,27025.0,0.4793520000000001,12
5201,MN,MN,27.0,55056,5.0,1.0,0.0,4.0,Y, ,2,4.0,46,1000.0,1000.0,13088.0,20288.0,1.7,11.5,1146.49919,0.0,0.0,25.0,CHISAGO,27025.0,0.4793520000000001,12
5202,MN,MN,27.0,55092,5.0,1.0,0.0,2.0,Y, ,5,4.0,29,1800.0,1800.0,11088.0,11288.0,8.1,4.0,1105.956867,1.0,0.0,25.0,CHISAGO,27025.0,0.4793520000000001,12
5203,MN,MN,27.0,56514,2.0,0.0,1.0,0.0, , ,3,3.0,22,1700.0,1700.0,120287.0,121087.0,0.9,26.5,1071.318034,0.0,0.0,27.0,CLAY,27027.0,1.41027,13
5204,MN,MN,27.0,56514,2.0,1.0,0.0,2.0,Y, ,5,3.0,40,1815.0,2015.0,12088.0,12288.0,12.9,6.9,893.2374300000001,0.0,0.0,27.0,CLAY,27027.0,1.41027,13
5205,MN,MN,27.0,56529,2.0,1.0,0.0,4.0,Y, ,4,3.0,45,2000.0,2030.0,13088.0,20288.0,2.6,8.9,990.411554,0.0,0.0,27.0,CLAY,27027.0,1.41027,13
